Target,PepID
Staphylococcus_epidermidis,pep.792
Staphylococcus_epidermidis,pep.793
Staphylococcus_epidermidis,pep.794
Staphylococcus_epidermidis,pep.795
Staphylococcus_haemolyticus,pep.796
Staphylococcus_pseudintermedius,pep.796
Staphylococcus_simulans,pep.796
Staphylococcus_hominis,pep.797
Staphylococcus_pseudintermedius,pep.798
Staphylococcus_simulans,pep.798
Staphylococcus_pseudintermedius,pep.799
Staphylococcus_saprophyticus,pep.800
Staphylococcus_saprophyticus,pep.801
Staphylococcus_saprophyticus,pep.802
Streptococcus_agalactiae,pep.802
Staphylococcus_saprophyticus,pep.803
Staphylococcus_sciuri,pep.804
Staphylococcus_simulans,pep.805
Staphylococcus_simulans,pep.806
Staphylococcus_simulans,pep.807
Staphylococcus_simulans,pep.808
Staphylococcus_simulans,pep.809
Staphylococcus_simulans,pep.810
Staphylococcus_simulans,pep.811
Staphylococcus_simulans,pep.812
Staphylococcus_xylosus,pep.813
Staphylococcus_xylosus,pep.814
Staphylococcus_xylosus,pep.815
Staphylococcus_xylosus,pep.816
Staphylococcus_xylosus,pep.817
Staphylococcus_xylosus,pep.818
Staphylococcus_xylosus,pep.819
Staphylococcus_xylosus,pep.820
Stenotrophomonas_maltophilia,pep.821
Stenotrophomonas_maltophilia,pep.822
Stenotrophomonas_maltophilia,pep.823
Stenotrophomonas_maltophilia,pep.824
Stenotrophomonas_maltophilia,pep.825
Stenotrophomonas_maltophilia,pep.826
Stenotrophomonas_maltophilia,pep.827
Streptococcus_agalactiae,pep.828
Streptococcus_agalactiae,pep.829
Streptococcus_agalactiae,pep.830
Streptococcus_agalactiae,pep.831
Streptococcus_agalactiae,pep.832
Streptococcus_agalactiae,pep.833
Streptococcus_anginosus,pep.834
Streptococcus_dysgalactiae,pep.834
Streptococcus_equi,pep.834
Streptococcus_lutetiensis,pep.834
Streptococcus_oralis,pep.834
Streptococcus_dysgalactiae,pep.835
Streptococcus_dysgalactiae,pep.836
Streptococcus_equinus,pep.837
Streptococcus_equinus,pep.838
Streptococcus_equinus,pep.839
Streptococcus_equinus,pep.840
Streptococcus_gordonii,pep.841
Streptococcus_gordonii,pep.842
Streptococcus_gordonii,pep.843
Streptococcus_sanguinis,pep.843
Streptococcus_gordonii,pep.844
Veillonella_atypica,pep.844
Streptococcus_iniae,pep.845
Vibrio_vulnificus,pep.845
Streptococcus_iniae,pep.846
Streptococcus_iniae,pep.847
Streptococcus_iniae,pep.848
Streptococcus_mitis,pep.849
Streptococcus_oralis,pep.850
Streptococcus_parasanguinis,pep.850
Streptococcus_salivarius,pep.850
Streptococcus_sobrinus,pep.850
Streptococcus_pyogenes,pep.851
Streptococcus_pyogenes,pep.852
Streptococcus_pyogenes,pep.853
Streptococcus_pyogenes,pep.854
Streptococcus_pyogenes,pep.855
Streptococcus_salivarius,pep.856
Streptococcus_salivarius,pep.857
Streptococcus_sanguinis,pep.858
Streptococcus_sanguinis,pep.859
Streptococcus_sanguinis,pep.860
Streptococcus_sanguinis,pep.861
Streptococcus_sobrinus,pep.861
Streptococcus_sobrinus,pep.862
Streptococcus_sobrinus,pep.863
Streptococcus_sobrinus,pep.864
Streptococcus_sobrinus,pep.865
Streptococcus_suis,pep.866
Streptococcus_suis,pep.867
Streptococcus_suis,pep.868
Streptococcus_suis,pep.869
Streptococcus_suis,pep.870
Streptococcus_suis,pep.871
Streptococcus_suis,pep.872
Streptococcus_suis,pep.873
Streptococcus_uberis,pep.874
Streptococcus_uberis,pep.875
Streptococcus_uberis,pep.876
Streptococcus_uberis,pep.877
Streptococcus_uberis,pep.878
Streptococcus_uberis,pep.879
Streptococcus_uberis,pep.880
Streptococcus_uberis,pep.881
Trichoderma_asperellum,pep.882
Trichoderma_asperellum,pep.883
Trichoderma_asperellum,pep.884
Trichophyton_mentagrophytes,pep.885
Trichophyton_mentagrophytes,pep.886
Trichophyton_mentagrophytes,pep.887
Trichophyton_mentagrophytes,pep.888
Trichophyton_mentagrophytes,pep.889
Trichophyton_mentagrophytes,pep.890
Trichophyton_rubrum,pep.891
Trichophyton_rubrum,pep.892
Trichophyton_rubrum,pep.893
Trichophyton_rubrum,pep.894
Ureaplasma_urealyticum,pep.895
Veillonella_atypica,pep.896
Veillonella_atypica,pep.897
Veillonella_atypica,pep.898
Veillonella_atypica,pep.899
Veillonella_atypica,pep.900
Vibrio_anguillarum,pep.901
Vibrio_cholerae,pep.902
Vibrio_cholerae,pep.903
Vibrio_cholerae,pep.904
Vibrio_cholerae,pep.905
Vibrio_vulnificus,pep.906
Vibrio_vulnificus,pep.907
Vibrio_vulnificus,pep.908
Xanthomonas_axonopodis,pep.909
Xanthomonas_axonopodis,pep.910
Xanthomonas_axonopodis,pep.911
Xanthomonas_axonopodis,pep.912
Xanthomonas_axonopodis,pep.913
Xanthomonas_axonopodis,pep.914
Xanthomonas_campestris,pep.915
Xanthomonas_oryzae,pep.915
Xanthomonas_oryzae,pep.916
Xanthomonas_oryzae,pep.917
Yersinia_enterocolitica,pep.918
Yersinia_enterocolitica,pep.919
Yersinia_pestis,pep.920
Yersinia_pestis,pep.921
Yersinia_ruckeri,pep.922
Yersinia_ruckeri,pep.923
Yersinia_ruckeri,pep.924
Zobellia_galactanivorans,pep.925
Zymomonas_mobilis,pep.926
Zymomonas_mobilis,pep.927
Zymomonas_mobilis,pep.928
